Team, ExecutionTimeStamp, CrossEntropyLoss, CrossEntropy95ConfidenceInterval, ROC-AUC
IceTorch, 20200720T161001, 0.43447611579701373, 0.1505732667676284, 0.8795999999999999
IceTorch, 20200710T010001, 0.4268009891380589, 0.18143644806198767, 0.8784
IceTorch, 20200725T181002, 0.9676247968054723, 0.14620295296934377, 0.20440000000000003
IceTorch, 20200724T042001, 0.32804394542237847, 0.12372175281363605, 0.9450000000000001
IceTorch, 20200726T062002, 0.3810036612615544, 0.1733735029238567, 0.9292
IceTorch, 20200726T211002, 0.36498812344740555, 0.15063147538052002, 0.9313999999999999
IceTorch, 20200727T092001, 0.3410628487978486, 0.12586990025173062, 0.9391999999999999
IceTorch, 20200725T030002, 0.39232270937620056, 0.21123674332656608, 0.934
ICSI, 20200727T090001, 0.6931471805599453, 0.0, 0.5
ICSI, 20200725T105002, 0.6584494330232653, 0.17620309750936441, 0.7888
ICSI, 20200723T220001, 0.6931471805599453, 0.0, 0.5
ICSI, 20200726T030001, 0.5908984771671364, 0.13032059312074248, 0.7746
Cassandra-XF, 20200718T012002, 0.36902745814986837, 0.13994662953081213, 0.8799999999999999
Cassandra-XF, 20200717T012002, 0.6111718635845438, 0.32676272937268686, 0.9003999999999999
Cassandra-XF, 20200722T061001, 0.6991771419938836, 0.3659534952750026, 0.8836
Cassandra-XF, 20200725T035001, 0.3425752117454674, 0.10809178741955441, 0.9169999999999999
Cassandra-XF, 20200714T182001, 0.52370397798408, 0.2971440391181708, 0.9143999999999999
Cassandra-XF, 20200719T012002, 0.434944190254549, 0.1537749436850688, 0.85
Cassandra-XF, 20200727T022001, 0.37912874765533616, 0.1351779254683289, 0.8808
Cassandra-XF, 20200725T191002, 0.35833917139992516, 0.1219171424276878, 0.9014
Cassandra-XF, 20200721T031002, 0.6728359398295342, 0.3299563024026992, 0.8938
Cassandra-XF, 20200720T031001, 0.4129719448951081, 0.1494320400855959, 0.86
Cassandra-XF, 20200715T211002, 0.5198427948783505, 0.29784024603030973, 0.9133999999999999
trojaicy, 20200712T211002, 0.7134789969005343, 0.2372492414423013, 0.7726000000000002
trojaicy, 20200711T132002, 0.6168891019521059, 0.2368784486962477, 0.8349999999999999
trojaicy, 20200722T060001, 0.3807831909180917, 0.14002518029364802, 0.8767999999999999
trojaicy, 20200721T033002, 0.6931471805599453, 0.0, 0.5
trojaicy, 20200725T203002, 0.34646338039959984, 0.1217906349990559, 0.9076
trojaicy, 20200723T175001, 0.36298982314770833, 0.12926962150613672, 0.8916000000000001
trojaicy, 20200725T055002, 0.5886074361273228, 0.32342813305706664, 0.9011999999999999
trojaicy, 20200713T212001, 0.5512092754541773, 0.3200864627957597, 0.9134
trojaicy, 20200710T031002, 0.6923939257899314, 0.1676669210386244, 0.7198
trojaicy, 20200727T015002, 0.6931471805599453, 0.0, 0.5
Perspecta, 20200725T010001, 2.2959313078497385, 0.5863032446460436, 0.738
Perspecta, 20200725T153001, 0.3031107260451876, 0.12324588712141232, 0.91
Perspecta, 20200723T004002, 0.34705521279042734, 0.13474784474589432, 0.89
Perspecta, 20200723T210001, 0.7382754560120323, 0.14823749407150416, 0.8419999999999999
Perspecta, 20200727T074001, 0.42634820883623775, 0.1548478137425858, 0.8974
Perspecta, 20200724T234001, 0.6931471805599453, 0.0, 0.5
Hector, 20200714T001001, 0.4400840911444836, 0.11422886334598358, 0.8734
